filename,category,media_type,source_path,thumbnail_path,capture_date,dominant_hex,dominant_weight,dominant_hue,color1_hex,color1_weight,color2_hex,color2_weight,color3_hex,color3_weight,color4_hex,color4_weight,color5_hex,color5_weight,color6_hex,color6_weight
D51D4CC9-097B-41A9-8B60-EE40A21D9956.JPG,mountain,photo,media/mountain/D51D4CC9-097B-41A9-8B60-EE40A21D9956.JPG,thumbnails/D51D4CC9-097B-41A9-8B60-EE40A21D9956.jpg,2026:08:24 11:48:11,#625d54,0.273,38.6,#514c44,0.293,#625d54,0.273,#3e3b2e,0.147,#70706f,0.142,#1e1e10,0.139,#d2d3d7,0.007
DC9C8440-ABF2-4412-A7F3-EEE2533D76A8.JPG,mountain,photo,media/mountain/DC9C8440-ABF2-4412-A7F3-EEE2533D76A8.JPG,thumbnails/DC9C8440-ABF2-4412-A7F3-EEE2533D76A8.jpg,2026:08:24 11:48:15,#263a45,0.286,201.3,#263a45,0.286,#7d88a6,0.195,#9ea8bc,0.163,#101e22,0.145,#c5c8cd,0.133,#435c64,0.077
FA85CE9C-CB12-42D9-B0FB-A40A73EE7BF7.JPG,mountain,photo,media/mountain/FA85CE9C-CB12-42D9-B0FB-A40A73EE7BF7.JPG,thumbnails/FA85CE9C-CB12-42D9-B0FB-A40A73EE7BF7.jpg,2026:08:24 11:48:12,#080703,0.691,48.0,#080703,0.691,#181b12,0.142,#80858c,0.08,#35372f,0.05,#575955,0.028,#aea278,0.01
IMG-20170508-WA0026.jpg,mountain,photo,media/mountain/IMG-20170508-WA0026.jpg,thumbnails/IMG-20170508-WA0026.jpg,2026:08:24 11:48:05,#080710,0.484,246.7,#080710,0.484,#1f2437,0.153,#d2c8c0,0.106,#989eb0,0.097,#444b5f,0.085,#697793,0.074
IMG-20181215-WA0034.jpg,mountain,photo,media/mountain/IMG-20181215-WA0034.jpg,thumbnails/IMG-20181215-WA0034.jpg,2026:08:24 11:48:06,#2f5855,0.138,175.6,#141a18,0.307,#27342f,0.211,#c8d8e7,0.142,#2f5855,0.138,#5e7c87,0.132,#93a0ab,0.07
0A364509-F550-4D28-94DC-29136F6C26D3.JPG,water,photo,media/water/0A364509-F550-4D28-94DC-29136F6C26D3.JPG,thumbnails/0A364509-F550-4D28-94DC-29136F6C26D3.jpg,2026:08:24 11:53:38,#a8b8d1,0.292,216.6,#a8b8d1,0.292,#becbdf,0.232,#8c98a4,0.202,#6b757a,0.101,#38413b,0.096,#131a16,0.076
0AA40E50-F7CA-439F-9E09-5DAC37C3AE3D.JPG,water,photo,media/water/0AA40E50-F7CA-439F-9E09-5DAC37C3AE3D.JPG,thumbnails/0AA40E50-F7CA-439F-9E09-5DAC37C3AE3D.jpg,2026:08:24 11:53:38,#9bb0d3,0.306,217.5,#9bb0d3,0.306,#aebfda,0.279,#8ea7c5,0.207,#7e7f7c,0.123,#4f585e,0.05,#1d2023,0.036
1D046701-887A-49B4-96A6-64745BE6E5F9.JPG,water,photo,media/water/1D046701-887A-49B4-96A6-64745BE6E5F9.JPG,thumbnails/1D046701-887A-49B4-96A6-64745BE6E5F9.jpg,2026:08:24 11:53:38,#5486d5,0.178,216.7,#7a6a52,0.291,#a18e74,0.232,#5486d5,0.178,#7a8aa0,0.135,#adc4de,0.1,#2f3330,0.063
2E62733E-2F6C-4128-8D47-CE5D94EEAA75.JPG,water,photo,media/water/2E62733E-2F6C-4128-8D47-CE5D94EEAA75.JPG,thumbnails/2E62733E-2F6C-4128-8D47-CE5D94EEAA75.jpg,2026:08:24 11:53:38,#9eb5d7,0.339,215.8,#9eb5d7,0.339,#8fa0b9,0.239,#565830,0.143,#65737f,0.125,#303319,0.1,#928740,0.054
3895DD26-AE21-4AC7-B6C8-432CE6B27752.MP4,water,video,media/water/3895DD26-AE21-4AC7-B6C8-432CE6B27752.MP4,thumbnails/3895DD26-AE21-4AC7-B6C8-432CE6B27752.jpg,2026:08:24 11:53:29,#97a6ba,0.228,214.3,#97a6ba,0.228,#7f8ca2,0.225,#68778c,0.196,#4b5769,0.181,#374351,0.133,#121826,0.037
